iter	RMSE
243	0.01994440703
244	0.01991772231
245	0.01990091034
246	0.01988569264
247	0.01984935838
248	0.01978305197
249	0.01972093034
250	0.01966965687
251	0.01959302731
252	0.01953514817
253	0.01948550039
254	0.0194581645
255	0.01941455441
256	0.01937931067
257	0.01935601751
258	0.01931963774
259	0.01929811388
260	0.01926210602
261	0.01921233001
262	0.01915109794
263	0.01910019558
264	0.01903107128
265	0.01899055153
266	0.01894041264
267	0.01891794583
268	0.01886158679
269	0.01881314938
270	0.01879263888
271	0.01874917405
272	0.01869491578
273	0.01865549766
274	0.01864332375
275	0.01860734602
276	0.01856250303
277	0.01851981939
278	0.01850535874
279	0.01846005528
280	0.01844198926
281	0.01841304443
282	0.01838926964
283	0.01835289788
284	0.01829800758
285	0.01828552984
286	0.01823821023
287	0.01820733889
288	0.01817361461
289	0.01813310245
290	0.01807913107
291	0.0180330701
292	0.01798830908
293	0.01794023725
294	0.01790592751
295	0.0178695845
296	0.0178488235
297	0.01780681684
298	0.01776435809
299	0.01772298052
300	0.01767696355
301	0.01762946316
302	0.01759691899
303	0.01754178577
304	0.01750298746
305	0.01747367941
306	0.01743456272
307	0.01738521791
308	0.01733272622
309	0.01727839775
310	0.01723679118
311	0.01719794971
312	0.01716005026
313	0.01712595065
314	0.01709896968
315	0.01707493951
316	0.0170450684
317	0.01700276798
318	0.01698553199
319	0.01693852828
320	0.01690666263
321	0.01687318343
322	0.01686492673
323	0.01682849083
324	0.01678598269
325	0.01673814478
326	0.01669611668
327	0.01666504581
328	0.01662041504
329	0.01659707068
330	0.01658303024
331	0.01656747056
332	0.01652507137
333	0.01651055732
334	0.01648289105
335	0.016460064
336	0.01643050636
337	0.01639165705
338	0.01634808779
339	0.01632254858
340	0.01630963933
341	0.01627522643
342	0.01623130186
343	0.01619368727
344	0.0161488447
345	0.01612370069
346	0.01608872856
347	0.01605116231
348	0.01601561526
349	0.0160058729
350	0.01596697196
351	0.01595763556
352	0.01594803224
353	0.01593790667
354	0.01590713017
355	0.01588666112
356	0.01586487336
357	0.01583805433
358	0.01580456627
359	0.01578167421
360	0.01574642699
361	0.0157113891
362	0.01568725752
363	0.01565328209
364	0.01562135337
365	0.01561120916
366	0.0155748318
367	0.01554370791
368	0.01552332491
369	0.01550628294
370	0.01549214851
371	0.01547511669
372	0.01543718789
373	0.01541915251
374	0.01540717922
375	0.01536223803
376	0.01533259629
377	0.01529347533
378	0.015260569
379	0.01522334222
380	0.01519264948
381	0.01515598525
382	0.01512904383
383	0.01510581423
384	0.01506670129
385	0.01505567304
386	0.01504614377
387	0.01499947276
388	0.01497707334
389	0.01496670422
390	0.01495283966
391	0.01492713901
392	0.01488492359
393	0.01487336064
394	0.01484280288
395	0.01481888861
396	0.01481092889
397	0.01480133933
398	0.01478238825
399	0.01475827809
400	0.01474898443
401	0.01473761238
402	0.01472037003
403	0.01471314561
404	0.01468524953
405	0.01466326745
406	0.0146408445
407	0.01460798085
408	0.01456887074
409	0.01453813746
410	0.01452294231
411	0.01449197171
412	0.01446310526
413	0.01442870143
414	0.01437348913
415	0.01434213349
416	0.01431895277
417	0.01429739602
418	0.01426914262
419	0.01424394359
420	0.01422695104
421	0.01419479254
422	0.01416625112
423	0.01413889426
424	0.01410222689
425	0.01408284006
426	0.01405464821
427	0.01402567756
428	0.01401879509
429	0.01400894526
430	0.01398143767
431	0.01394794812
432	0.01392904568
433	0.01389773021
434	0.01387020954
435	0.01384890203
436	0.0138268768
437	0.01380769192
438	0.01378053676
439	0.01375761341
440	0.01375087305
441	0.01372001441
442	0.01367960264
443	0.01365333446
444	0.01363384793
445	0.01360785737
446	0.01358959331
447	0.01357363766
448	0.01356108265
449	0.01354192724
450	0.01350851353
451	0.01349058978
452	0.01347784999
453	0.01345151882
454	0.01343141136
455	0.01341454924
456	0.01337729351
457	0.01335455464
458	0.01333133494
459	0.0133018536
460	0.01328338816
461	0.013266455
462	0.0132374048
463	0.01323205614
464	0.01320450647
465	0.01318162184
466	0.01315116431
467	0.01312619113
468	0.01310629162
469	0.01307718886
470	0.01305147853
471	0.01302510213
472	0.01300585901
473	0.0129733476
474	0.01294975222
475	0.01292604222
476	0.01290761989
477	0.01287069627
478	0.01285389063
479	0.01283496523
480	0.01281502861
481	0.01279124261
482	0.01276207916
483	0.01274566247
484	0.01272142826
485	0.01271650079
486	0.01268869584
487	0.01266454086
488	0.01264778551
489	0.01263370955
490	0.01262948892
491	0.01262391543
492	0.01260850738
493	0.01258112379
494	0.01256134485
495	0.0125578962
496	0.01253978151
497	0.01253233819
498	0.01250864832
499	0.01248233309
500	0.01244895935
501	0.01243202148
502	0.01242628865
503	0.01240784858
504	0.012399577
505	0.01239613501
506	0.01238299422
507	0.01235874503
508	0.01233060318
509	0.01229753831
510	0.01227490737
511	0.01226042733
512	0.01225719104
513	0.01225152978
514	0.01223654477
515	0.01220684139
516	0.01218532876
517	0.01216767361
518	0.0121630761
519	0.01215641719
520	0.01214485006
521	0.01212872291
522	0.01209543078
523	0.01207449013
524	0.01205550102
525	0.01202682857
526	0.01201530261
527	0.01199250208
528	0.01198402736
529	0.01195248531
530	0.01192006611
531	0.01189829147
532	0.01189174708
533	0.01186995539
534	0.01186606079
535	0.0118378052
536	0.01182141514
537	0.01179635661
538	0.01178013803
539	0.01176595565
540	0.01174920277
541	0.01171828618
542	0.01169631313
543	0.01169144448
544	0.01168190728
545	0.01165750524
546	0.01162732816
547	0.01160474849
548	0.01158299629
549	0.01156225951
550	0.01154284685
551	0.01151746371
552	0.011502295
553	0.01148596385
554	0.01146191095
555	0.0114456816
556	0.01144234692
557	0.0114300195
558	0.01141181726
559	0.01140856614
560	0.01139016237
561	0.01137373884
562	0.01135065057
563	0.0113329128
564	0.01132031548
565	0.01130884408
566	0.0113026956
567	0.01127797263
568	0.01125783984
569	0.01122760176
570	0.01120991222
571	0.01120219348
572	0.01118940445
573	0.01116736285
574	0.01114597089
575	0.01112334157
576	0.01110496545
577	0.01108924204
578	0.01107999317
579	0.01105845806
580	0.01104250065
581	0.01102593765
582	0.01100687148
583	0.01097666319
584	0.01093972651
585	0.01093746691
586	0.0109320542
587	0.01090964525
588	0.01089301352
589	0.01087696771
590	0.01084834112
591	0.01083264624
592	0.01081695011
593	0.01079821841
594	0.0107654884
595	0.01075379749
596	0.01073307688
597	0.01071660576
598	0.01070190494
599	0.01068384334
600	0.01066812978
601	0.0106473552
602	0.01062279618
603	0.0106156241
604	0.01059540461
605	0.0105833068
606	0.01055443733
607	0.01054409773
608	0.01052215296
609	0.0105047414
610	0.01049496175
611	0.0104792332
612	0.01047397426
613	0.01045712372
614	0.01043131974
615	0.01040698079
616	0.01038664
617	0.01037609624
618	0.0103734786
619	0.01037156801
620	0.01034986955
621	0.01034766217
622	0.01033639773
623	0.01031675707
624	0.01029675977
625	0.01028616452
626	0.01025935749
627	0.01025695594
628	0.01024709212
629	0.01022734637
630	0.01021240705
631	0.01018180059
632	0.01017501986
633	0.0101625529
634	0.01014012229
635	0.01012539303
636	0.01012112348
637	0.01011000971
638	0.01010721572
639	0.0101032914
640	0.01008680833
641	0.01006877019
642	0.01005862069
643	0.01003935655
644	0.01001581802
645	0.01000544417
646	0.009979454028
647	0.009959631063
648	0.00993843081
649	0.009917405445
650	0.009896120205
651	0.009874463495
652	0.009858571612
653	0.009845227482
654	0.009832555029
655	0.00983019429
656	0.009827313438
657	0.009817666167
658	0.009795394377
659	0.009787375029
660	0.009773259379
661	0.009751907599
662	0.009736423503
663	0.00972768938
664	0.009708971266
665	0.009689096154
666	0.009670483838
667	0.009668905493
668	0.009666600046
669	0.00964854757
670	0.009644458565
671	0.00963071426
672	0.009615144713
673	0.009599236674
674	0.009588541574
675	0.009569500806
676	0.009567424921
677	0.00956459287
678	0.009557011033
679	0.009537658777
680	0.009517066862
681	0.009488421334
682	0.009471044028
683	0.009461875273
684	0.009460111227
685	0.009447311668
686	0.009431371648
687	0.009414410716
688	0.009401546992
689	0.009388906892
690	0.009385982068
691	0.009372552668
692	0.009350666321
693	0.009342061139
694	0.009324997722
695	0.009313342168
696	0.009311524879
697	0.00930975938
698	0.009295257144
699	0.009276025849
700	0.009265960331
701	0.0092637748
702	0.009247820556
703	0.009229411497
704	0.009211165099
705	0.009201612917
706	0.009185133376
707	0.009181510619
708	0.009180079282
709	0.009152498543
710	0.009127227656
711	0.00910082299
712	0.009093852294
713	0.009077405187
714	0.009066597101
715	0.009052235781
716	0.009030494555
717	0.009028229377
718	0.009005852456
719	0.008987346424
720	0.008979392413
721	0.008969570824
722	0.008953069402
723	0.008951009734
724	0.008949508688
725	0.008940394098
726	0.008937565153
727	0.008920513685
728	0.008904917671
729	0.008881890869
730	0.008862921167
731	0.008860874038
732	0.008844859156
733	0.0088280264
734	0.008806167059
735	0.008787734799
736	0.008770543165
737	0.008759855233
738	0.008745636882
739	0.008733287442
740	0.008729161099
741	0.008710895531
742	0.00869715315
743	0.008695167988
744	0.008683601033
745	0.008668796868
746	0.008654577911
747	0.008639251846
748	0.008628810029
749	0.008608470542
750	0.008599585582
751	0.008585230719
752	0.008571018619
753	0.008563529955
754	0.008550700752
755	0.00853853866
756	0.008533872523
757	0.00852104984
758	0.008506491072
759	0.00849265938
760	0.008482493115
761	0.008475913739
762	0.008461680465
763	0.008452209748
764	0.008441892142
765	0.008439500753
766	0.00843158979
767	0.008425666973
768	0.008410659124
769	0.008407177815
770	0.008389539259
771	0.00838134775
772	0.008370691382
773	0.00835845808
774	0.008345985528
775	0.00833214141
776	0.00831564401
777	0.008313742399
778	0.008296910694
779	0.008286666817
780	0.008268756024
781	0.00825618757
782	0.008251689279
783	0.008228059451
784	0.008222185748
785	0.008202547282
786	0.008187131827
787	0.008171136226
788	0.008169025373
789	0.008151165872
790	0.008139900067
791	0.008126391636
792	0.008124328478
793	0.008111964772
794	0.008099357248
795	0.008095423892
796	0.008093902856
797	0.008089090411
798	0.008077209291
799	0.008062639856
800	0.008054163763
801	0.008042611809
802	0.008031068109
803	0.00802113418
804	0.008003919368
805	0.007991679199
806	0.007975197563
807	0.007957149515
808	0.007945001935
809	0.007932465496
810	0.007917653123
811	0.007909772221
812	0.007900429524
813	0.007898508277
814	0.007882763738
815	0.00786845732
816	0.007852931917
817	0.007843334736
818	0.007829490469
819	0.007818172259
820	0.00781665533
821	0.007799837676
822	0.007787978745
823	0.00778037753
824	0.007756451048
825	0.00775028869
826	0.007748935334
827	0.007737379523
828	0.007721283526
829	0.007709849015
830	0.007706372858
831	0.007694420139
832	0.007691970895
833	0.007690853634
834	0.007675206144
835	0.007663028996
836	0.007652068461
837	0.007639163939
838	0.007634674412
839	0.007620792994
840	0.007610988327
841	0.007609823362
842	0.007592984025
843	0.007581861789
844	0.007571946895
845	0.007554962811
846	0.007545479294
847	0.007534663692
848	0.00753307546
849	0.007522937913
850	0.007520441203
851	0.007506815654
852	0.007496908355
853	0.007485508086
854	0.007484147386
855	0.007482037441
856	0.007478622684
857	0.007466979328
858	0.007461320653
859	0.00744910489
860	0.007437389777
861	0.00742476571
862	0.007415572985
863	0.00740896251
864	0.007393111107
865	0.007386988924
866	0.007382934506
867	0.007371611951
868	0.007361633981
869	0.007352652277
870	0.007349361635
871	0.007337424137
872	0.007329308257
873	0.007322362821
874	0.007313577181
875	0.007298693267
876	0.007293693619
877	0.007284943733
878	0.007270719135
879	0.007269039962
880	0.007259047238
881	0.007246601935
882	0.007237360976
883	0.007225702087
884	0.007215009665
885	0.007204245971
886	0.007195483539
887	0.007184686272
888	0.007172084475
889	0.0071626737
890	0.007154462514
891	0.007136402283
892	0.007117381634
893	0.00710418493
894	0.007097197731
895	0.007087420109
896	0.007080440139
897	0.007078111146
898	0.007066080107
899	0.007056337093
900	0.007055305467
901	0.00704132829
902	0.00703641214
903	0.007026974154
904	0.007015815939
905	0.007009467949
906	0.007007693772
907	0.006995691556
908	0.006992853786
909	0.006981149443
910	0.00696562628
911	0.006960198022
912	0.00695006056
913	0.006934250429
914	0.00693301075
915	0.006923709454
916	0.006913149474
917	0.006894394378
918	0.006891747241
919	0.006890966647
920	0.006885593942
921	0.006871969241
922	0.006859598803
923	0.006845218278
924	0.006835216883
925	0.006833243717
926	0.006819584831
927	0.00681238111
928	0.006799046613
929	0.006791546554
930	0.006781352798
931	0.006773991219
932	0.006765008519
933	0.006757662547
934	0.006743291291
935	0.006731749785
936	0.006727564686
937	0.006714864741
938	0.006711903271
939	0.006703046643
940	0.006695765675
941	0.006681830522
942	0.006670856589
943	0.006660011701
944	0.006651468815
945	0.006644087019
946	0.006633479363
947	0.006630241963
948	0.006611086352
949	0.006596216942
950	0.006586448484
951	0.006580517611
952	0.006573070126
953	0.006559812073
954	0.006548808864
955	0.006535952387
956	0.006525366492
957	0.006516308741
958	0.006506572909
959	0.006501407892
960	0.006493530919
961	0.00648442858
962	0.006478241313
963	0.00647679273
964	0.006468123381
965	0.006460378085
966	0.006448692344
967	0.006436066301
968	0.006431975428
969	0.0064197273
970	0.006411628356
971	0.00640378668
972	0.006401813523
973	0.006401081478
974	0.006393207445
975	0.006381775791
976	0.006367313809
977	0.006366026979
978	0.006360818681
979	0.00635592097
980	0.006354101743
981	0.006347649503
982	0.006340282821
983	0.006329610985
984	0.006323352147
985	0.006313384394
986	0.006300069425
987	0.006290779648
988	0.006276929961
989	0.006265123761
990	0.006259187311
991	0.006252130488
992	0.006241440318
993	0.006232498795
994	0.006231649681
995	0.006215133152
996	0.006203721422
997	0.006192100244
998	0.006182901361
999	0.006176440819
